Fecha,Date,TMAX,TMIN,RAIN,S.Rad,Kc
1/1/1985,Jan-85,32.3346378,21.3346378,5,20.159828,0.8
1/2/1985,Jan-85,29.92370898,20.72370898,0,18.975656,0.8
1/3/1985,Jan-85,29.90948986,20.90948986,0,20.022762,0.8
1/4/1985,Jan-85,32.03197284,23.43197284,0,17.337344,0.8
1/5/1985,Jan-85,29.80497704,22.20497704,0,16.723021,0.8
1/6/1985,Jan-85,32.12834997,20.92834997,0,12.839554,0.8
1/7/1985,Jan-85,31.20843334,21.60843334,0,14.378577,0.8
1/8/1985,Jan-85,32.18558831,19.18558831,0,15.180501,0.8
1/9/1985,Jan-85,33.13040453,21.33040453,0,18.10014,0.8
1/10/1985,Jan-85,30.54242804,21.54242804,0,20.220542,0.8
1/11/1985,Jan-85,31.53575351,21.13575351,0,19.526616,0.8
1/12/1985,Jan-85,31.69840726,21.29840726,0,20.737942,0.8
1/13/1985,Jan-85,31.44512959,22.14512959,0,16.870568,0.8
1/14/1985,Jan-85,32.06692962,20.26692962,0,16.368674,0.8
1/15/1985,Jan-85,31.16771088,20.96771088,0,16.691983,0.8
1/16/1985,Jan-85,31.97094588,20.17094588,0,19.301992,0.8
1/17/1985,Jan-85,31.00958415,20.80958415,0.9,20.360318,0.8
1/18/1985,Jan-85,32.26810459,20.06810459,0,19.556158,0.8
1/19/1985,Jan-85,31.59235408,21.19235408,0,17.466238,0.8
1/20/1985,Jan-85,34.62191089,21.62191089,0,18.138934,0.8
1/21/1985,Jan-85,33.60419587,20.20419587,0,18.000632,0.8
1/22/1985,Jan-85,30.93101125,20.93101125,4.5,17.623048,0.8
1/23/1985,Jan-85,33.60157246,20.60157246,0,16.03244,0.8
1/24/1985,Jan-85,31.50001693,21.10001693,0,19.390592,0.8
1/25/1985,Jan-85,33.62492048,19.62492048,0,20.396172,0.8
1/26/1985,Jan-85,32.8341523,20.0341523,0,18.81043,0.8
1/27/1985,Jan-85,32.80639282,19.00639282,0,17.236626,0.8
1/28/1985,Jan-85,32.16910748,20.96910748,0,16.602375,0.8
1/29/1985,Jan-85,31.31972127,19.91972127,0,15.063344,0.8
1/30/1985,Jan-85,33.45352254,21.25352254,0.4,19.344116,0.8
1/31/1985,Jan-85,31.5810887,21.1810887,0,21.225594,0.8
2/1/1985,Feb-85,31.0096558,22.6096558,0,23.195218,0.8
2/2/1985,Feb-85,33.27833321,23.67833321,0,23.669366,0.8
2/3/1985,Feb-85,33.83834951,23.23834951,0,23.680182,0.8
2/4/1985,Feb-85,31.32811079,21.32811079,0,23.129776,0.8
2/5/1985,Feb-85,30.45064953,23.25064953,0,22.571666,0.8
2/6/1985,Feb-85,32.72805051,22.52805051,0,21.531902,0.8
2/7/1985,Feb-85,31.75343218,21.15343218,0,15.945415,0.8
2/8/1985,Feb-85,29.56320774,19.76320774,0,16.815322,0.8
2/9/1985,Feb-85,32.99506665,22.19506665,0,17.911948,0.8
2/10/1985,Feb-85,34.57720558,22.17720558,0.5,13.712434,0.8
2/11/1985,Feb-85,32.50394727,23.30394727,46,17.214052,0.8
2/12/1985,Feb-85,33.93422644,24.13422644,28.7,19.806314,0.8
2/13/1985,Feb-85,36.10289509,22.90289509,0,20.508288,0.8
2/14/1985,Feb-85,34.37631411,22.77631411,0,20.082292,0.8
2/15/1985,Feb-85,31.60012172,21.40012172,0,20.20359,0.8
2/16/1985,Feb-85,32.38344842,21.58344842,5.3,21.482662,0.8
2/17/1985,Feb-85,34.32800469,22.12800469,0,18.699894,0.8
2/18/1985,Feb-85,32.15897596,21.75897596,0,19.89264,0.8
2/19/1985,Feb-85,31.01096058,22.61096058,0,19.1182,0.8
2/20/1985,Feb-85,30.44554026,21.74554026,0,18.90472,0.8
2/21/1985,Feb-85,34.79699088,22.39699088,0,19.394974,0.8
2/22/1985,Feb-85,31.8151958,22.0151958,0,18.638026,0.8
2/23/1985,Feb-85,33.31987212,21.41987212,0,16.868052,0.8
